# FILE	ENCLOSING	KIND	NTH	STATUS	NOTE
scripts/nelisp-standalone-build.el	nl_ct_tag_eq	tag-test-sexp-tag	0	walked	Read this Sexp string dispatch and added the applicable layout-identical tag-14/tag-15 arm(s).
scripts/nelisp-standalone-build.el	nl_fa_slot	tag-test-bound-sym	0	walked	Read the flat-arena reachability marker and added tag 14 to the inline-buffer arm and tag 15 to the boxed-NlStr arm.
scripts/nelisp-standalone-build.el	nl_fa_slot	tag-test-bound-sym	1	walked	Read the flat-arena reachability marker and added tag 14 to the inline-buffer arm and tag 15 to the boxed-NlStr arm.
scripts/nelisp-standalone-build.el	nl_gc_mark_slot	tag-test-bound-sym	0	walked	Read the precise GC marker and added tag 14 exactly to the inline-buffer arm and tag 15 exactly to the boxed-NlStr arm.
scripts/nelisp-standalone-build.el	nl_gc_mark_slot	tag-test-bound-sym	1	walked	Read the precise GC marker and added tag 14 exactly to the inline-buffer arm and tag 15 exactly to the boxed-NlStr arm.
scripts/nelisp-standalone-build.el	nl_ht_key_hash	tag-test-bound-sym	0	walked	Read this Sexp string dispatch and added the applicable layout-identical tag-14/tag-15 arm(s).
scripts/nelisp-standalone-build.el	nl_ht_key_hash	tag-test-bound-sym	1	walked	Read this Sexp string dispatch and added the applicable layout-identical tag-14/tag-15 arm(s).
scripts/nelisp-standalone-build.el	nl_ht_key_hash_stable_p	tag-test-bound-sym	0	walked	Read this Sexp string dispatch and added the applicable layout-identical tag-14/tag-15 arm(s).
scripts/nelisp-standalone-build.el	nl_ht_key_hash_stable_p	tag-test-bound-sym	1	walked	Read this Sexp string dispatch and added the applicable layout-identical tag-14/tag-15 arm(s).
scripts/nelisp-standalone-build.el	nl_process_windows_map_errno	unresolved-numeric	0	n-a	This compares Win32 GetLastError codes against POSIX errno values inside the windows async-process arm's errno mapper (a1e3999c), not Sexp tags -- the same boundary translation nl_socket_windows_map_errno does for Winsock.
scripts/nelisp-standalone-build.el	nl_process_windows_map_errno	unresolved-numeric	1	n-a	This compares Win32 GetLastError codes against POSIX errno values inside the windows async-process arm's errno mapper (a1e3999c), not Sexp tags -- the same boundary translation nl_socket_windows_map_errno does for Winsock.
scripts/nelisp-standalone-build.el	nl_sf_decl_strip_body	tag-test-sexp-tag	0	walked	Read this Sexp string dispatch and added the applicable layout-identical tag-14/tag-15 arm(s).
scripts/nelisp-standalone-build.el	nl_sf_defvaralias_apply	tag-test-sexp-tag	0	walked	Read this Sexp string dispatch and added the applicable layout-identical tag-14/tag-15 arm(s).
scripts/nelisp-standalone-build.el	nl_sf_defvaralias_apply	tag-test-sexp-tag	1	walked	Read this Sexp string dispatch and added the applicable layout-identical tag-14/tag-15 arm(s).
tools/nelisp-doc200-tag-census.el	nelisp-doc200-tag-census--ledger-rows	unresolved-numeric	0	n-a	This validates the ledger row has six tab-separated fields, not a Sexp tag.
tools/nelisp-doc200-tag-census.el	nelisp-doc200-tag-census--target-number-p	unresolved-numeric	0	n-a	These literals define the census scanner input tags 5/6; adding 14/15 would change the stable Phase-0 site key set.
tools/nelisp-doc200-tag-census.el	nelisp-doc200-tag-census--target-number-p	unresolved-numeric	1	n-a	These literals define the census scanner input tags 5/6; adding 14/15 would change the stable Phase-0 site key set.
tools/nelisp-thread-allocating-standalone-smoke.el	-	unresolved-numeric	0	n-a	This asserts the expected five-element worker result list, not a Sexp tag.
tools/nelisp-thread-percpu-roots-smoke.el	-	unresolved-numeric	0	n-a	This asserts the expected worker result integer 5, not a Sexp tag.
